Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2,21,0,0,3,45,0,0,0,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
6,72,1,37,15,287,0,0,0,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
7,51,3,222,21,655,0,0,0,0,May,2,2,1,4,New_Visitor,FALSE,FALSE
0,0,0,0,8,203,0,0,0,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
2,73,0,0,10,1580,0,0,100,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,81,2071,0,0,0,1,May,1,8,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,191,0,0,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,71,0,0,18,814,0,0,0,1,May,3,2,8,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,76,0,0,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,56,4378,0,0,0,1,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
1,0,0,0,8,163,0,0,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,37,1,16,18,464,0,0,0,0,May,2,5,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,182,0,0,0,0,May,2,4,4,3,Returning_Visitor,FALSE,FALSE
2,30,1,134,31,520,0,0,0,0,May,2,2,7,18,New_Visitor,FALSE,FALSE
2,23,0,0,31,618,0,0,0,0,May,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,193,0,0,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
1,4,0,0,37,1297,0,0,0,1,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,20,0,0,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,157,0,0,0,0,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
2,105,0,0,16,305,0,0,0,0,May,1,8,3,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,65,0,0,0,0,May,2,2,4,13,Returning_Visitor,TRUE,FALSE
1,4,0,0,36,441,0,0,0,1,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,61,0,0,0,0,May,1,1,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,1689,0,0,0,1,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,17,0,0,0,0,May,4,1,4,3,Returning_Visitor,FALSE,FALSE
1,21,1,13,57,1519,0,0,13,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,38,0,0,16,728,0,0,19,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
1,6,0,0,24,303,0,0,0,1,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
5,112,0,0,55,2832,0,0,9,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,481,0,0,0,1,May,1,8,1,19,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,82,0,0,0,1,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
6,245,0,0,57,1575,0,0,0,0,May,4,2,3,6,Returning_Visitor,FALSE,FALSE
5,86,1,13,55,1547,0,0,9,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0,0,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
1,10,3,48,34,944,0,0,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,186,0,0,0,0,May,1,1,8,3,Returning_Visitor,FALSE,FALSE
4,105,1,54,25,796,0,0,0,1,May,2,6,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,65,0,0,0,1,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,1036,0,0,0,0,May,2,7,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,299,0,0,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,612,0,0,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,141,2887,0,0,0,1,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
9,177,2,500,88,2664,0,0,5,1,May,4,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,5,162,60,2789,0,0,31,0,May,2,2,6,2,Returning_Visitor,FALSE,TRUE
5,130,0,0,33,982,0,0,0,0,May,2,5,2,4,Returning_Visitor,TRUE,FALSE
3,52,0,0,13,296,0,0,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,3242,0,0,0,0,May,4,1,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,50,1736,0,0,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,26,0,0,13,909,0,0,20,0,May,3,2,4,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0,0,0,1,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
2,87,0,0,56,2095,0,0,0,1,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
4,58,0,0,27,608,0,0,7,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,204,0,0,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
5,51,0,0,85,3731,0,0,0,1,May,2,2,3,6,Returning_Visitor,TRUE,FALSE
5,41,1,9,49,1042,0,0,0,1,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
8,295,3,232,24,1035,0,0,10,0,May,2,4,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,591,0,0,0,0,May,1,1,6,4,Returning_Visitor,FALSE,FALSE
4,362,1,61,17,819,0,0,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,127,0,0,0,1,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
7,96,3,313,65,2092,0,0,6,0,May,3,2,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,80,3279,0,0,0,0,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
4,157,0,0,41,896,0,0,4,0,May,2,6,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,309,0,0,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
8,821,1,30,59,1609,0,0,12,0,May,2,4,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,31,888,0,0,0,1,May,1,1,1,15,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,463,0,0,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,313,0,0,0,0,May,2,10,5,4,Returning_Visitor,TRUE,FALSE
8,157,4,60,24,1193,0,0,6,0,May,2,2,1,7,Returning_Visitor,FALSE,FALSE
4,317,1,13,73,3085,0,0,2,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,17,0,0,14,260,0,0,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,43,1425,0,0,0,1,May,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,137,0,0,0,0,May,4,1,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,68,747,0,0,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,235,0,0,23,1193,0,0,46,0,May,3,2,7,2,New_Visitor,FALSE,TRUE
9,367,0,0,85,2388,0,0,4,0,May,3,2,6,4,Returning_Visitor,TRUE,TRUE
4,51,0,0,133,3069,0,0,2,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
4,165,0,0,59,3096,0,0,8,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,1040,0,0,116,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
0,0,0,0,6,180,0,0,0,0,May,1,1,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,140,0,0,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,1217,0,0,0,0,May,1,1,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,81,0,0,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,3272,0,0,0,1,May,2,6,1,6,Returning_Visitor,FALSE,FALSE
6,175,0,0,6,262,0,0,0,0,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
1,4,0,0,31,1076,0,0,0,0,May,2,6,2,11,New_Visitor,FALSE,FALSE
0,0,0,0,11,400,0,0,0,1,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,166,0,0,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0,0,0,May,3,2,6,1,Returning_Visitor,TRUE,FALSE
3,38,0,0,5,78,0,0,0,0,May,1,1,5,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,642,0,0,0,0,May,4,1,7,1,Returning_Visitor,FALSE,FALSE
14,375,0,0,156,5433,0,0,3,1,May,2,2,6,1,Returning_Visitor,TRUE,FALSE
1,0,0,0,3,0,0,0,0,0,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
3,143,2,29,3,380,0,0,0,0,May,2,2,4,3,New_Visitor,FALSE,FALSE
0,0,0,0,53,1557,0,0,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
9,139,1,109,33,752,0,0,0,0,May,1,1,1,15,Returning_Visitor,TRUE,FALSE
1,9,0,0,111,2452,0,0,3,0,May,2,2,8,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,36,777,0,0,0,1,May,1,1,7,3,Returning_Visitor,TRUE,FALSE
1,8,0,0,35,1296,0,0,0,0,May,2,10,6,4,Returning_Visitor,TRUE,FALSE
5,96,0,0,26,1222,0,0,43,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,15,528,0,0,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
1,72,1,6,84,1212,0,0,0,0,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
6,41,0,0,49,783,0,0,4,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,59,2575,0,0,3,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
2,0,0,0,3,52,0,0,0,0,May,1,2,1,6,Returning_Visitor,TRUE,FALSE
1,4,0,0,4,151,0,0,0,1,May,2,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,648,0,0,0,1,May,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,114,0,0,0,0,May,2,2,3,1,Returning_Visitor,TRUE,FALSE
2,38,0,0,68,2277,0,0,13,1,May,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,8,708,51,3982,0,0,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
5,115,0,0,14,223,0,0,0,1,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0,0,0,May,1,1,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,200,0,0,0,0,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
1,9,1,49,25,2454,0,0,32,0,May,2,2,9,6,Returning_Visitor,FALSE,TRUE
6,142,0,0,108,1479,0,0,0,1,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
2,180,3,258,61,5234,0,0,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
2,87,0,0,106,3157,0,0,0,0,May,4,2,3,6,Returning_Visitor,FALSE,FALSE
5,339,0,0,20,526,0,0,0,0,May,1,2,3,2,Returning_Visitor,FALSE,FALSE
2,133,0,0,19,341,0,0,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,18,0,0,0,1,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,152,0,0,0,1,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,232,0,0,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,13,0,0,0,0,May,2,5,1,6,Returning_Visitor,FALSE,FALSE
3,64,0,0,29,619,0,0,43,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,58,0,0,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,1,222,25,1546,0,0,0,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
1,25,0,0,46,1526,0,0,107,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0,0,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1839,0,0,0,0,May,2,2,1,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,19,0,0,0,0,May,1,1,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,694,0,0,40,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
8,41,0,0,34,1337,0,0,0,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
2,82,1,21,18,2200,0,0,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0,0,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
9,219,2,31,18,374,0,0,38,0,May,1,1,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0,0,0,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,820,0,0,0,0,May,1,1,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,954,0,0,22,1,May,2,2,9,4,New_Visitor,FALSE,TRUE
0,0,0,0,3,34,0,0,0,0,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,241,0,0,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
1,11,0,0,104,4877,0,0,0,0,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,404,0,0,0,0,May,2,4,6,1,Returning_Visitor,FALSE,FALSE
0,0,2,74,6,84,0,0,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,35,0,0,10,89,0,0,0,0,May,2,2,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,7,380,0,0,0,0,May,2,4,7,1,Returning_Visitor,TRUE,FALSE
7,78,5,120,87,1363,0,0,31,1,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,120,4,64,52,1859,0,0,17,0,May,2,2,2,13,Returning_Visitor,FALSE,TRUE
1,5,0,0,7,35,0,0,0,0,May,1,1,4,15,Returning_Visitor,FALSE,FALSE
0,0,3,482,44,2454,0,0,49,0,May,1,1,8,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,8,136,0,0,0,0,May,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,8,166,0,0,0,1,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
2,16,0,0,10,68,0,0,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,197,0,0,0,1,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,207,0,0,0,1,May,2,2,7,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,197,0,0,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
8,260,0,0,26,535,0,0,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
1,5,0,0,21,1343,0,0,0,0,May,3,2,2,2,Returning_Visitor,FALSE,FALSE
1,15,0,0,11,224,0,0,48,0,May,2,5,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,29,521,0,0,0,0,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,291,0,0,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
6,88,0,0,17,539,0,0,0,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,112,0,0,0,1,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,36,320,0,0,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,14,0,0,0,0,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,168,0,0,0,1,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,79,1563,0,0,0,1,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,389,0,0,5,311,0,0,0,0,May,2,4,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,19,412,0,0,0,1,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
4,123,0,0,66,1707,0,0,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,127,0,0,19,1432,0,0,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
1,0,1,0,0,0,0,0,0,0,May,1,1,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,47,1230,0,0,0,0,May,2,5,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,260,0,0,0,0,May,2,4,6,6,Returning_Visitor,FALSE,FALSE
2,139,1,20,31,961,0,0,0,0,May,1,1,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,21,0,0,0,1,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
3,79,0,0,10,673,0,0,0,1,May,1,2,1,4,New_Visitor,FALSE,FALSE
2,96,2,18,53,2130,0,0,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
2,162,0,0,7,205,0,0,0,0,May,1,1,8,2,New_Visitor,FALSE,FALSE
4,41,0,0,136,4570,0,0,0,1,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,15,0,0,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,1497,0,0,98,0,May,2,4,6,4,New_Visitor,FALSE,TRUE
0,0,0,0,2,17,0,0,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
1,69,1,4,17,319,0,0,0,0,May,2,2,9,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,376,0,0,54,0,May,2,2,2,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,24,805,0,0,54,0,May,2,2,1,2,New_Visitor,TRUE,TRUE
3,48,0,0,41,507,0,0,10,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,3,0,0,0,1,May,2,10,3,1,Returning_Visitor,FALSE,FALSE
2,85,0,0,17,596,0,0,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,1,102,0,0,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,313,0,0,8,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
4,85,0,0,22,453,0,0,108,0,May,2,2,6,4,New_Visitor,FALSE,TRUE
3,73,4,148,24,378,0,0,0,1,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,51,1620,0,0,0,1,May,2,2,8,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,18,0,0,0,0,May,2,2,2,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,963,0,0,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
2,5,0,0,0,0,0,0,0,1,May,1,1,8,5,New_Visitor,FALSE,FALSE
2,73,0,0,11,328,0,0,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,45,0,0,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,743,0,0,0,0,May,1,1,6,4,Returning_Visitor,FALSE,FALSE
5,36,0,0,22,680,0,0,10,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,34,0,0,0,0,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
8,150,0,0,55,2599,0,0,49,0,May,2,4,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,53,0,0,0,0,May,4,2,4,13,Returning_Visitor,FALSE,FALSE
3,92,0,0,36,1267,0,0,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
5,117,4,82,33,813,0,0,0,0,May,3,2,8,4,Returning_Visitor,TRUE,FALSE
13,388,8,417,67,6484,0,0,24,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,207,0,0,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
1,27,2,22,16,408,0,0,0,0,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
8,245,1,194,93,3647,0,0,5,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
3,13,0,0,26,2059,0,0,9,1,May,2,2,1,3,Returning_Visitor,TRUE,TRUE
0,0,1,0,50,1115,0,0,0,0,May,3,2,6,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,19,0,0,0,1,May,1,2,3,2,Returning_Visitor,TRUE,FALSE
4,214,1,0,5,259,0,0,0,0,May,1,1,1,3,New_Visitor,TRUE,FALSE
3,99,0,0,23,832,0,0,0,0,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,127,0,0,0,0,May,2,5,1,1,Returning_Visitor,FALSE,FALSE
5,53,0,0,24,1366,0,0,0,0,May,2,7,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,52,1624,0,0,0,1,May,2,2,7,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0,0,0,0,May,2,2,5,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1511,0,0,0,1,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,365,0,0,0,1,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
5,143,1,56,29,1074,0,0,0,0,May,1,1,5,4,Returning_Visitor,FALSE,FALSE
1,4,0,0,24,958,0,0,23,0,May,3,2,6,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,134,0,0,0,0,May,1,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,38,1609,0,0,0,1,May,2,2,5,1,Returning_Visitor,FALSE,FALSE
3,37,1,9,17,1076,0,0,0,0,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,995,0,0,0,1,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,1137,0,0,22,0,May,1,8,1,11,Returning_Visitor,TRUE,TRUE
5,543,6,321,20,2039,0,0,25,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,222,0,0,53,0,May,1,1,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,4,108,0,0,0,1,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
5,79,1,12,54,1603,0,0,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0,0,0,0,May,1,1,9,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,57,0,0,0,0,May,2,6,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,19,522,0,0,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
8,143,1,22,87,2531,0,0,1,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,33,602,0,0,0,0,May,2,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,862,0,0,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
2,738,0,0,26,1841,0,0,0,0,May,2,2,7,13,Returning_Visitor,FALSE,FALSE
4,132,0,0,85,2299,0,0,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
2,9,2,24,80,5426,0,0,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
8,245,2,115,129,3099,0,0,9,0,May,2,4,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,8,0,0,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,337,0,0,0,1,May,1,1,9,3,Returning_Visitor,TRUE,FALSE
8,247,0,0,74,2327,0,0,5,0,May,2,4,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,4,64,0,0,0,0,May,2,5,3,1,Returning_Visitor,FALSE,FALSE
4,65,0,0,31,737,0,0,0,1,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
7,157,0,0,32,1124,0,0,7,0,May,3,5,7,2,New_Visitor,FALSE,TRUE
0,0,0,0,50,1232,0,0,173,0,May,2,2,9,2,New_Visitor,FALSE,TRUE
4,74,0,0,32,1368,0,0,51,0,May,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,39,0,0,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
5,211,3,215,33,1888,0,0,12,0,May,3,2,3,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,48,0,0,0,1,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,7,1223,11,443,0,0,0,0,May,1,2,3,2,Returning_Visitor,FALSE,FALSE
3,92,1,39,46,1389,0,0,24,0,May,2,4,2,2,Returning_Visitor,FALSE,FALSE
3,102,0,0,18,1107,0,0,0,0,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
1,37,0,0,81,2534,0,0,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,51,0,0,0,0,May,3,2,1,7,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,9,0,0,0,0,May,2,2,2,3,Returning_Visitor,TRUE,FALSE
2,51,0,0,23,638,0,0,0,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
3,91,0,0,24,670,0,0,0,0,May,2,2,4,3,New_Visitor,FALSE,FALSE
0,0,1,3,29,1006,0,0,0,1,May,2,2,5,5,Returning_Visitor,FALSE,FALSE
2,37,0,0,24,1270,0,0,0,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
8,185,0,0,14,186,0,0,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,141,0,0,0,0,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,147,0,0,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,770,0,0,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
1,21,0,0,20,974,0,0,0,0,May,2,2,3,4,Returning_Visitor,TRUE,FALSE
0,0,2,40,12,306,0,0,0,1,May,2,6,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,10,0,0,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,60,3386,0,0,0,1,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
3,131,0,0,8,118,0,0,0,0,May,1,1,4,5,New_Visitor,TRUE,FALSE
1,0,0,0,1,0,0,0,0,1,May,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,144,0,0,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,1160,0,0,21,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,32,1325,0,0,10,1,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
4,165,0,0,22,1058,0,0,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,6,0,0,29,355,0,0,0,0,May,1,1,1,1,Returning_Visitor,TRUE,FALSE
1,6,0,0,53,2242,0,0,0,0,May,2,4,9,20,Returning_Visitor,FALSE,FALSE
3,30,0,0,37,518,0,0,0,0,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
3,223,0,0,11,765,0,0,0,0,May,2,2,6,11,Returning_Visitor,FALSE,FALSE
